-52.215977,98.435196,-214.18607,15
-50.603977,98.34899,-214.18652,16
-50.728558,101.50383,-216.16476,15
-60.822998,103.98726,-282.43094,15
-48.09088,117.43096,-204.93909,16
-49.797832,99.76766,-220.00932,17
-45.798824,117.34217,-200.4077,16
-45.200294,95.286476,-198.7145,16
-48.246605,98.0856,-219.84923,18
-46.67899,101.402504,-210.7723,16
-46.371338,104.581955,-209.9415,15
-44.5394,107.837715,-199.09117,16
-44.85777,110.95891,-202.35458,15
-45.22261,114.09651,-205.92612,16
-44.584846,118.82863,-203.4766,16
-46.02616,94.90191,-214.65689,15
-46.859325,97.97451,-221.371,20
-46.173637,101.21796,-218.04733,18
-44.602406,104.5069,-208.84901,17
-43.136333,109.30782,-200.91545,16
-43.736755,112.42947,-206.0811,16
-43.71672,117.16428,-207.72012,16
-48.398594,91.09017,-239.93492,15
-45.38555,96.282486,-221.72643,18
-45.19866,99.48203,-221.70381,24
-43.902115,102.77174,-214.26665,22
-42.454563,106.03135,-205.80045,19
-41.710876,109.21318,-202.02252,19
-41.69998,112.35397,-203.14064,18
-42.246593,117.07522,-208.59038,17
-42.477367,121.83194,-211.92477,17
-32.126957,129.06458,-145.1824,16
-53.97215,88.28113,-287.73737,14
-44.167507,94.55732,-223.80185,17
-43.844746,97.776955,-222.86836,26
-42.82564,101.05522,-217.23862,23
-41.29545,104.34112,-208.14714,23
-40.215908,107.55316,-202.07391,23
-39.14872,112.29419,-196.66444,17
-40.261593,115.41048,-205.38692,17
-40.950844,118.57022,-211.2536,17
-41.474075,121.757095,-216.00233,16
-31.693779,129.05458,-152.53218,17
-28.918524,131.8364,-134.78229,16
-45.32029,89.2749,-240.70921,15
-42.321625,96.08911,-222.8998,20
-41.833454,99.32151,-220.82953,27
-40.015797,102.65447,-209.70958,26
-37.92041,105.946465,-196.6717,24
-37.08387,109.10847,-192.18062,17
-37.37764,112.21266,-195.38618,20
-39.04853,115.3177,-207.99739,20
-39.247597,118.48028,-210.56978,18
-37.310368,121.60366,-198.52608,15
-29.177975,125.89506,-144.59067,15
-32.344273,129.1213,-167.44696,17
-27.190805,131.73035,-133.21744,15
-36.447723,145.18939,-201.50446,14
-41.798668,92.67404,-229.13985,19
