-38.23723,109.52943,-168.42772,14
-42.271255,110.76179,-206.3698,16
-36.220688,100.136734,-172.16397,15
-37.869774,110.78092,-187.42717,15
-71.33329,87.05968,-417.59863,15
-39.246975,105.858795,-205.702,14
-31.95586,121.47102,-161.8893,15
-39.489582,97.72955,-215.21573,16
-37.796032,102.62089,-205.46239,15
-36.990498,107.38229,-201.77272,16
-45.240143,118.43721,-262.96054,15
-37.822754,91.34725,-212.28786,15
-39.75219,94.23985,-226.8793,17
-35.672054,101.01755,-201.17459,16
-36.30036,105.668816,-207.39073,16
-36.073097,111.98037,-208.29337,16
-33.4142,115.172424,-191.03387,16
-38.93068,118.3182,-230.66399,16
-36.605675,89.62854,-214.34196,15
-38.027992,94.16714,-226.17375,18
-36.58699,97.52134,-217.39706,16
-35.372887,100.80661,-210.18292,17
-34.966595,103.98968,-208.60074,17
-35.153,107.12839,-211.16185,16
-35.018723,111.875,-212.10225,17
-34.61064,115.047714,-210.48845,16
-33.43561,118.20778,-203.47566,15
-28.340286,86.10694,-165.6757,15
-37.20396,92.37416,-231.13635,22
-35.96572,95.72922,-223.71593,19
-34.61194,99.05711,-215.46034,20
-33.813656,102.291214,-211.10391,18
-33.44464,105.47162,-209.76726,17
-33.59472,108.61774,-212.09546,16
-34.20829,111.760735,-217.70659,17
-33.926258,114.946205,-216.97633,18
-29.424025,121.21236,-187.5207,15
-26.42888,86.09869,-163.04239,14
-35.654263,90.679504,-231.03142,19
-35.07971,93.954185,-228.2623,24
-33.58013,97.32396,-218.90091,24
-32.257072,100.62611,-210.77225,23
-30.640287,105.471504,-201.1621,17
-32.183193,108.520195,-213.45044,18
-32.62635,111.67138,-217.8979,19
-32.174717,114.85946,-215.94627,16
-35.990547,118.05474,-244.56287,15
-23.941679,122.55043,-160.04814,17
-30.761305,145.10367,-217.78725,16
-20.053547,159.94019,-146.7918,14
-16.340694,84.85686,-100.67834,15
-34.01457,89.000824,-230.27512,17
-34.00696,92.19302,-231.54736,25
-32.43371,95.59547,-221.57652,26
-30.062918,99.03347,-205.84682,26
-28.650812,102.29942,-196.9769,19
-28.79987,105.40393,-199.32925,19
-30.679628,108.4273,-214.1633,18
-31.06429,111.58135,-218.23178,20
-27.58426,116.3771,-195.00697,15
-23.825708,119.45185,-169.06357,15
-22.569576,122.46974,-161.194,20
-12.063858,132.08653,-89.049194,15
-20.804123,145.12497,-157.4291,15
-13.399376,155.48465,-107.897896,14
-19.901913,161.76285,-157.3761,16
-28.373213,172.3265,-222.73639,15
-19.53739,85.23275,-134.82736,15
-32.375744,87.32499,-229.50635,17
-32.50152,90.49141,-231.75601,21
-31.72614,93.79688,-227.47638,28
-28.432535,97.38769,-204.9155,27
-27.195679,100.64637,-197.23668,26
-26.782104,103.79491,-195.52205,19
-28.400948,106.80259,-208.5914,18
-29.309706,109.91172,-216.51149,21
-28.98786,114.68157,-216.11911,17
-21.300476,122.39237,-163.11162,18
-28.657133,125.820045,-218.24019,15
-12.652058,132.20868,-103.903275,15
-21.187794,143.83482,-170.90291,15
-19.91669,146.68443,-162.74678,17
-24.365591,150.69048,-196.83371,16
-14.731208,153.13608,-127.4053,14
-17.889017,159.99907,-153.1658,17
-20.128971,168.41028,-172.80412,16
-22.513878,85.71923,-168.07253,15
-31.380245,87.125244,-234.0917,17
-30.368843,90.487816,-228.05566,20
-29.52625,93.79382,-223.23691,25
-25.976683,97.4101,-198.57295,33
-26.16559,100.50375,-201.26662,23
-24.669579,105.30499,-192.23923,20
-27.195097,108.26788,-212.10626,24
-27.216806,111.427765,-213.57954,22
-20.706581,114.7064,-166.90976,17
-20.091337,120.793526,-164.88043,22
-19.606577,123.82147,-162.54659,16
-23.502316,127.107506,-192.63087,15
-14.797646,129.52693,-129.3989,15
-12.476353,132.25514,-113.38213,15
-16.853258,135.70993,-147.0731,16
-18.092712,140.42651,-158.12068,14
-18.459805,143.54211,-162.08122,18
-17.17144,147.88593,-154.31389,16
-16.842781,150.86473,-153.07646,16
-15.380231,155.07716,-143.95705,16
-15.950865,158.2651,-149.42908,17
-16.126707,161.36786,-151.95029,18
-16.625732,164.58577,-156.89809,16
-16.854322,170.83223,-161.02925,16
-21.06414,87.130196,-169.38956,16
-25.910103,89.30831,-206.43828,21
-24.34677,92.67658,-196.22778,23
-24.157593,95.80399,-196.15086,34
-23.192583,100.566124,-190.98141,25
-22.723742,103.70257,-188.81409,26
-24.098291,106.70358,-200.32178,23
-24.466055,109.81324,-204.36891,24
-24.932848,112.94147,-209.15775,18
-18.6362,119.18732,-164.84332,20
-16.761618,122.17353,-152.11435,18
-14.333275,128.03677,-136.44144,15
-14.55124,131.0371,-139.29903,16
-16.179655,135.72523,-153.3533,17
-15.962824,140.24623,-153.58003,18
-16.205906,143.32837,-156.64278,19
-15.713694,146.2857,-154.1714,17
-15.885155,149.37132,-156.6941,17
-15.229782,152.27815,-152.97868,18
-14.885102,155.24406,-151.59885,18
-14.845649,158.2866,-152.52083,21
-14.661897,161.29218,-152.34875,20
-16.282394,164.86568,-165.84784,14
-15.516754,170.80742,-162.48952,16
-16.570745,174.30704,-171.72498,15
-20.585394,88.361984,-177.95897,20
-22.026142,91.16917,-190.01823,25
-22.213036,94.22456,-192.74171,31
-21.32373,97.43146,-187.42508,27
-21.48548,100.49641,-189.95528,32
-21.188795,103.614876,-189.0535,24
-22.229488,106.63698,-198.17336,25
-22.009855,109.768295,-197.84888,25
